CLIENTNUM;Churn;Age;Gender;Dependents;EducationLevel;MaritalStatus;YearIncome;Purpose;Card_Category;Months;TotalRelationshipCount;MonthsInactive12;ContactsCount12;CreditLimit;TotalAmtChngQ4Q1;TotalTransAmt;TotalCtChngQ4Q1;AvgUtilizationRatio
714365883;0;51;F;4;среднее;в разводе;200178.3627;операции с жильем;Blue;40;3;3;4;70930;0.56;3877;0.744;0.129
715856208;0;47;M;3;неоконченное высшее;женат / замужем;483054.7999;покупка своего жилья;Blue;36;5;4;3;18960;0.671;4028;0.767;0.59
708944958;0;47;M;2;высшее;женат / замужем;396942.2428;недвижимость;Blue;40;5;2;4;35690;1.09;4612;0.923;0.289
771516333;0;41;F;2;высшее;Не женат / не замужем;711866.2326;образование;Blue;29;6;2;3;46630;0.892;3831;0.761;0
772051308;0;55;F;3;среднее;Не женат / не замужем;255223.578;строительство недвижимости;Blue;44;6;6;3;25530;0.574;3853;0.683;0.714
788350908;0;38;M;3;среднее;гражданский брак;322437.1743;покупка коммерческой недвижимости;Blue;31;3;1;3;53620;0.651;3548;0.5;0.207
818322033;0;41;F;3;среднее;гражданский брак;48638.54287;профильное образование;Blue;36;6;6;4;28730;0.889;3943;0.702;0.434
716288958;0;40;M;2;среднее;гражданский брак;163591.2093;приобретение автомобиля;Blue;36;3;4;3;78400;0.726;4062;0.578;0
712347258;0;43;F;2;среднее;женат / замужем;126895.725;сыграть свадьбу;Blue;35;3;3;2;22090;0.749;4419;0.619;0
779072733;0;36;F;2;высшее;женат / замужем;93777.11101;операции с недвижимостью;Blue;17;5;2;2;19710;0.613;4979;0.571;0
710003958;0;48;F;5;среднее;женат / замужем;;строительство жилой недвижимости;Blue;40;3;3;3;14383;0.75;4100;0.615;0.462
715287708;0;41;F;4;высшее;женат / замужем;228368.4001;получение образования;Blue;33;6;3;2;62300;0.607;3769;0.54;0.188
708774708;0;47;F;4;среднее;женат / замужем;72339.87748;операции со своей недвижимостью;Blue;29;6;1;3;26360;0.864;3858;0.522;0.603
713535033;0;44;M;3;высшее;Не женат / не замужем;186770.2069;строительство жилой недвижимости;Blue;36;3;3;2;222430;0.567;3200;0.717;0.062
719314683;0;50;F;2;среднее;женат / замужем;83838.02538;автомобиль;Blue;36;3;2;4;28550;0.678;3645;0.605;0.185
789293358;0;46;F;3;высшее;женат / замужем;132604.4701;покупка жилья;Blue;35;3;3;4;75780;0.62;5328;0.625;0.237
787638408;0;47;F;1;среднее;женат / замужем;130427.0338;получение дополнительного образования;Blue;40;5;4;4;84400;0.804;4161;0.644;0.247
715974783;0;53;M;1;среднее;в разводе;212731.6875;покупка жилья для сдачи;Blue;40;4;3;3;41860;0.888;4590;0.816;0
716134533;0;44;M;4;высшее;женат / замужем;422221.7034;на покупку своего автомобиля;Blue;34;4;4;3;220740;1.199;4406;0.739;0
708834483;1;46;M;2;высшее;женат / замужем;437471.4292;профильное образование;Blue;29;1;2;5;176670;0.569;1775;0.556;0
780168333;0;39;M;4;среднее;женат / замужем;;автомобиль;Blue;28;3;2;3;265480;0.685;3450;1.024;0.069
711557508;0;51;M;2;неоконченное высшее;женат / замужем;131483.0393;свадьба;Blue;40;4;3;0;35320;0.681;4066;0.574;0.216
772506858;0;45;F;4;высшее;вдовец / вдова;198429.1287;на проведение свадьбы;Blue;35;3;4;2;87950;0.625;4552;0.588;0.286
765692658;0;49;F;4;высшее;гражданский брак;158242.5824;высшее образование;Blue;42;4;3;4;21620;0.934;3825;0.75;0.87
720598308;1;47;M;4;высшее;женат / замужем;124281.8988;на покупку автомобиля;Blue;37;3;2;6;345160;0.575;1736;0.4;0.033
709912683;0;53;F;4;среднее;Не женат / не замужем;128416.5186;покупка жилья для семьи;Gold;41;5;1;2;345160;0.81;4390;0.604;0.069
815353083;1;44;M;1;высшее;женат / замужем;343275.1016;на проведение свадьбы;Silver;39;2;3;2;345160;0.529;1853;0.385;0.068
720093333;0;41;M;3;среднее;женат / замужем;129482.9605;на проведение свадьбы;Blue;29;6;1;3;34910;0.873;4855;0.58;0.718
717281658;0;52;F;3;высшее;женат / замужем;130098.5449;автомобили;Blue;41;3;3;4;60600;0.563;3953;0.711;0.278
765731433;0;48;F;3;среднее;вдовец / вдова;52945.91752;на проведение свадьбы;Blue;41;3;4;3;78600;0.598;3512;0.617;0
712050933;1;48;M;4;высшее;женат / замужем;242566.9737;покупка жилья для семьи;Blue;32;5;2;3;251900;0.467;1533;0.323;0
787361583;0;50;M;4;среднее;женат / замужем;115334.5486;жилье;Blue;44;4;2;3;139110;0.73;2204;0.667;0.155
709921158;0;51;M;1;высшее;женат / замужем;231728.9137;строительство собственной недвижимости;Blue;36;6;4;4;22810;0.761;4241;0.854;0.768
714781908;0;43;M;3;среднее;гражданский брак;204459.1362;покупка жилья для сдачи;Blue;35;3;3;2;56520;0.647;3710;0.458;0.097
717592758;1;44;F;3;среднее;женат / замужем;;ремонт жилью;Blue;36;3;2;2;16060;0.85;2418;0.467;0.983
821339433;0;45;F;3;среднее;женат / замужем;50840.13071;покупка своего жилья;Blue;41;5;4;2;27770;1.036;4442;0.829;0.763
715174983;0;40;M;3;высшее;Не женат / не замужем;157362.971;ремонт жилью;Blue;36;4;4;4;22230;0.572;3331;0.675;0.269
710863308;0;48;M;4;Высшее;женат / замужем;278550.3387;получение дополнительного образования;Blue;29;6;1;2;29160;0.774;4020;0.68;0.368
806824908;0;45;M;2;среднее;вдовец / вдова;77593.58021;ремонт жилью;Blue;40;4;4;4;164760;0.459;4717;0.69;0.083
710592933;0;44;F;2;среднее;вдовец / вдова;67320.89466;сделка с автомобилем;Blue;30;3;2;3;95980;0.6;2216;0.588;0.114
771881283;0;42;M;1;высшее;Не женат / не замужем;190842.4371;на проведение свадьбы;Blue;30;3;2;2;185700;0.748;4036;0.773;0.102
708687483;1;54;F;4;высшее;женат / замужем;220627.6306;покупка жилой недвижимости;Silver;36;3;2;3;136260;0.411;1711;0.25;0
719147208;0;29;F;2;среднее;гражданский брак;331252.5274;операции с недвижимостью;Blue;21;4;3;2;22980;0.776;4814;0.63;0
709607733;0;40;F;3;среднее;женат / замужем;120509.0375;автомобиль;Blue;36;4;2;4;91910;0.815;4275;0.766;0.181
713184858;0;58;F;2;среднее;женат / замужем;172247.4054;строительство собственной недвижимости;Blue;50;4;3;4;14383;0.917;4196;1.088;0.569
719929758;0;50;F;1;среднее;женат / замужем;220571.822;дополнительное образование;Blue;37;6;4;3;41810;0.912;3057;0.688;0
759127158;0;48;M;3;среднее;гражданский брак;202272.8879;покупка жилья для семьи;Blue;35;3;1;3;25920;0.767;4177;0.771;0
780717483;0;51;F;3;среднее;женат / замужем;171100.2853;покупка недвижимости;Blue;40;6;3;3;75400;0.688;4755;0.706;0.103
708507483;0;43;F;3;СРЕДНЕЕ;женат / замужем;78487.54022;получение образования;Blue;31;6;4;3;14770;0.756;4802;0.864;0
787617483;0;58;F;0;среднее;женат / замужем;;строительство собственной недвижимости;Blue;48;6;2;4;26280;0.93;4335;0.727;0.587
816608808;0;46;M;1;среднее;женат / замужем;129272.0432;получение дополнительного образования;Blue;41;4;2;3;89160;0.631;2773;0.676;0
716727258;0;52;F;1;среднее;гражданский брак;;покупка своего жилья;Blue;42;5;1;2;14810;0.698;4435;0.718;0
813890883;0;44;F;1;высшее;в разводе;250229.2651;операции с коммерческой недвижимостью;Blue;39;4;2;1;15550;0.583;3811;0.711;0
768256908;1;45;M;3;среднее;женат / замужем;178921.979;операции с жильем;Blue;39;3;3;4;85800;0.393;1880;0.233;0.191
811095483;0;48;F;4;высшее;женат / замужем;129860.3427;получение высшего образования;Silver;43;3;1;0;211630;0.569;1732;0.458;0.119
720168558;0;39;F;0;среднее;вдовец / вдова;223256.1892;приобретение автомобиля;Blue;36;3;3;3;29360;0.842;4876;0.542;0
719309133;0;56;F;1;среднее;гражданский брак;;на проведение свадьбы;Blue;51;3;3;4;14383;0.798;3877;0.556;0
721451208;1;54;M;2;СРЕДНЕЕ;гражданский брак;115662.3374;операции с жильем;Silver;45;2;3;2;305400;0.602;1980;0.8;0
772879158;0;47;M;5;среднее;женат / замужем;95065.50696;жилье;Blue;38;4;1;2;73570;0.77;3943;0.641;0.145
712934583;0;44;F;4;Среднее;женат / замужем;193492.0837;профильное образование;Silver;36;6;3;0;118790;0.735;3490;0.938;0
710088483;0;52;M;3;высшее;женат / замужем;230476.0447;приобретение автомобиля;Blue;40;4;1;3;218770;0.908;3283;1;0.049
753534633;0;42;M;3;неоконченное высшее;в разводе;79454.16053;покупка жилья;Blue;35;4;3;3;72550;0.9;3148;0.824;0
710932683;0;55;F;2;высшее;женат / замужем;135504.6419;получение высшего образования;Blue;36;2;1;2;63940;0.656;3470;0.917;0
714751158;1;49;M;2;начальное;женат / замужем;199833.0861;покупка жилья;Blue;36;4;2;4;345160;0.376;1789;0.455;0.073
718109808;0;38;M;5;среднее;женат / замужем;161393.7532;заняться образованием;Blue;25;4;3;0;55970;0.753;4599;0.648;0.2
713227233;0;42;M;4;высшее;Не женат / не замужем;130760.3413;сыграть свадьбу;Blue;33;4;2;2;325350;0.792;4374;0.795;0
718342158;1;38;F;4;среднее;женат / замужем;131484.3324;строительство собственной недвижимости;Blue;26;2;2;2;43910;0.579;1849;0.385;0.44
804606033;0;46;M;4;среднее;женат / замужем;45407.98772;ремонт жилью;Blue;41;6;1;2;87380;0.65;3121;0.395;0.134
720755658;0;42;F;2;НЕОКОНЧЕННОЕ ВЫСШЕЕ;в разводе;198330.711;покупка своего жилья;Blue;32;6;6;0;15920;0.745;4172;0.75;0
711795633;0;65;M;0;среднее;вдовец / вдова;66919.69966;покупка своего жилья;Blue;52;3;3;4;36750;0.664;3798;0.472;0
716654808;1;48;M;4;среднее;женат / замужем;55014.02537;свадьба;Blue;39;3;4;4;245930;0.777;2084;0.55;0
817616433;0;55;F;2;среднее;женат / замужем;157590.0346;свадьба;Blue;41;6;2;2;76130;0.68;4268;0.725;0
716390958;1;45;M;4;СРЕДНЕЕ;женат / замужем;;свадьба;Blue;31;1;4;3;261070;0.55;1697;0.424;0
716564433;1;53;F;1;неоконченное высшее;женат / замужем;166172.9626;операции с жильем;Blue;36;3;2;4;42870;0.294;1635;0.242;0
719530158;0;57;M;1;высшее;женат / замужем;256027.8766;операции со своей недвижимостью;Blue;44;3;3;2;98430;0.563;3677;0.571;0.129
710621283;0;50;M;2;среднее;гражданский брак;148315.9295;свадьба;Blue;32;3;1;3;107330;0.732;3910;0.65;0.073
716714733;0;41;M;3;среднее;гражданский брак;456069.7321;дополнительное образование;Blue;30;3;2;0;34600;0.644;3642;0.769;0.276
720921408;0;46;F;2;высшее;женат / замужем;248761.9196;покупка своего жилья;Blue;36;6;1;4;19960;0.919;3760;0.683;0.774
789185508;0;49;M;2;среднее;женат / замужем;112174.306;строительство недвижимости;Blue;38;5;2;1;55360;0.635;3918;0.628;0.137
807014583;0;31;F;0;среднее;женат / замужем;112144.884;высшее образование;Blue;26;3;3;3;14690;0.915;4331;0.935;0
721388283;0;54;M;2;среднее;гражданский брак;179367.8296;получение образования;Blue;45;3;1;4;55970;0.596;4844;0.871;0
716022258;1;51;F;3;среднее;женат / замужем;40982.36234;на покупку подержанного автомобиля;Blue;36;3;3;3;89600;0.382;1853;0.333;0.248
789362058;0;52;M;4;Среднее;Не женат / не замужем;69702.47822;свадьба;Blue;42;3;2;0;56930;0.928;4003;0.684;0
771460158;0;43;M;3;Среднее;женат / замужем;161449.5762;сыграть свадьбу;Blue;31;3;1;2;40980;0.673;3939;0.647;0.433
714147858;0;44;M;3;начальное;женат / замужем;159707.7884;заняться образованием;Blue;35;3;3;4;183580;0.524;3920;0.491;0.057
708394908;0;44;M;0;высшее;женат / замужем;284791.3218;строительство жилой недвижимости;Blue;33;5;1;3;23370;0.659;3945;0.548;0.617
778433283;1;51;M;3;среднее;гражданский брак;134244.9834;на покупку автомобиля;Blue;31;3;3;3;89890;0.47;2031;1.038;0
720637008;0;51;F;2;среднее;женат / замужем;172723.2863;покупка жилья для сдачи;Blue;43;6;2;3;21240;0.966;3210;0.733;0.671
716877258;0;55;F;3;высшее;Не женат / не замужем;133913.6683;строительство собственной недвижимости;Blue;48;4;3;2;39680;0.703;4641;0.711;0.346
812973708;0;42;M;3;среднее;женат / замужем;240538.0505;свадьба;Blue;37;6;2;4;27930;1.117;3247;0.865;0.595
788760633;0;53;M;3;среднее;женат / замужем;194579.3554;операции с жильем;Blue;33;4;2;2;135130;0.505;3503;0.511;0.111
718602708;0;43;M;3;высшее;женат / замужем;259596.8176;получение дополнительного образования;Blue;33;3;3;2;163510;0.763;3475;0.673;0.094
712365483;0;51;M;1;среднее;женат / замужем;231113.9864;свадьба;Blue;43;5;2;4;96190;0.712;3690;0.52;0.18
789154833;0;56;M;3;среднее;женат / замужем;242179.1648;строительство жилой недвижимости;Blue;44;5;2;0;190300;0.894;4137;0.532;0.048
715849983;0;44;F;4;среднее;женат / замужем;57542.70998;строительство недвижимости;Blue;36;4;1;4;21070;0.975;4007;0.952;0
780336258;0;55;F;1;среднее;женат / замужем;55696.31418;недвижимость;Blue;42;6;3;2;25170;0.834;4528;0.786;0.499
716567433;0;41;F;4;высшее;женат / замужем;140633.9963;на покупку автомобиля;Blue;36;3;2;3;31790;0.781;4337;1.05;0.387
713057658;0;48;F;3;среднее;женат / замужем;;строительство жилой недвижимости;Blue;36;5;1;4;39680;0.649;4128;0.674;0.236
718191483;0;45;M;3;среднее;гражданский брак;311114.7725;приобретение автомобиля;Blue;35;6;3;2;50650;0.68;3555;0.471;0.269
811527933;1;65;F;0;высшее;женат / замужем;246830.5652;дополнительное образование;Silver;56;3;4;3;108850;0.8;2291;0.773;0.162
778617708;1;46;M;3;НЕОКОНЧЕННОЕ ВЫСШЕЕ;женат / замужем;108738.5225;автомобили;Blue;26;6;2;3;14383;0.766;2299;0.481;0.601
785055108;0;52;M;0;среднее;Не женат / не замужем;103500.8878;строительство жилой недвижимости;Blue;46;4;2;4;108170;0.722;3889;0.818;0.106
822961533;0;65;F;0;среднее;гражданский брак;256887.473;ремонт жилью;Blue;56;5;2;3;136660;0.808;3998;1;0
709124883;0;49;M;3;среднее;гражданский брак;253598.5818;покупка жилья для семьи;Blue;37;5;1;2;21490;0.628;5228;0.661;0.836
772574283;1;50;F;2;неоконченное высшее;женат / замужем;170204.9747;покупка жилья;Blue;40;3;1;4;71910;0.565;1654;0.579;0
761240358;0;52;F;2;среднее;Не женат / не замужем;134334.3448;образование;Blue;45;5;2;2;21550;0.805;4295;0.791;0.566
708469533;0;42;F;3;среднее;гражданский брак;71200.32155;строительство собственной недвижимости;Blue;34;6;3;2;53950;0.781;3523;0.717;0.267
769927533;0;50;F;1;среднее;женат / замужем;175979.763;недвижимость;Blue;44;4;2;1;32220;0.662;4613;0.6;0.441
718545033;0;27;F;0;среднее;женат / замужем;;профильное образование;Blue;17;4;2;2;20420;0.744;5146;0.733;0.767
714972558;1;37;F;2;среднее;в разводе;117485.7929;высшее образование;Blue;36;2;3;0;16100;0.889;2729;0.406;0
772204758;0;42;F;2;высшее;женат / замужем;413777.7898;автомобили;Blue;31;3;2;2;38090;0.634;2306;0.643;0.306
709039533;0;43;F;3;среднее;гражданский брак;77989.68075;получение дополнительного образования;Blue;24;6;1;4;55440;0.572;3829;0.964;0.198
716492583;0;37;F;1;среднее;гражданский брак;89844.11448;операции со своей недвижимостью;Blue;28;6;3;4;23880;0.903;4539;0.745;0.715
766381908;0;49;F;4;высшее;гражданский брак;373645.3449;на покупку автомобиля;Blue;42;4;1;4;24730;0.71;4597;0.6;0.511
719109783;0;42;M;3;высшее;женат / замужем;358296.8595;на покупку автомобиля;Blue;32;3;3;2;131030;0.724;4323;0.5;0.138
796236258;0;48;F;5;среднее;гражданский брак;79379.26953;заняться образованием;Blue;42;5;1;2;24650;0.613;4030;0.483;0.458
709700058;0;52;F;2;среднее;Не женат / не замужем;184955.9552;операции со своей недвижимостью;Blue;33;5;2;2;60810;1.222;4451;0.429;0.163
716905158;0;45;M;2;среднее;гражданский брак;82925.75769;свой автомобиль;Blue;30;3;1;3;218150;0.807;3904;1.118;0
718851783;0;49;M;1;среднее;гражданский брак;;получение дополнительного образования;Silver;37;4;3;2;345160;0.698;3924;0.512;0.069
709709283;1;38;M;3;высшее;гражданский брак;116379.7569;строительство недвижимости;Blue;19;1;2;4;34580;0.586;2256;0.29;0.093
711993258;0;50;F;0;среднее;женат / замужем;143189.0181;заняться образованием;Blue;39;5;3;2;82640;0.821;4240;0.587;0.249
780105483;1;65;F;0;среднее;женат / замужем;106344.2183;автомобиль;Blue;50;3;4;4;16970;1.048;2799;0.485;0.222
718350033;0;50;M;3;среднее;гражданский брак;249067.7173;заняться высшим образованием;Blue;36;3;2;2;30690;1.111;2909;1.522;0.613
715294083;1;46;M;2;среднее;Не женат / не замужем;107775.4666;получение высшего образования;Blue;38;2;3;2;103090;0.451;1760;0.6;0
710905908;0;43;M;4;среднее;вдовец / вдова;108204.4821;покупка жилья;Blue;36;4;3;3;49830;0.66;1939;0.5;0.272
721387008;0;42;M;4;начальное;гражданский брак;113828.6522;приобретение автомобиля;Blue;24;3;2;3;31030;0.479;4792;0.643;0.575
715411608;0;45;F;3;среднее;женат / замужем;130280.5179;операции с недвижимостью;Blue;36;3;1;1;16630;0.588;2978;0.906;0.669
710598408;0;55;F;0;среднее;женат / замужем;114356.6256;на покупку автомобиля;Blue;36;6;1;1;26950;0.816;4557;0.843;0
718521258;0;50;F;4;среднее;Не женат / не замужем;143092.819;операции с недвижимостью;Blue;41;6;3;4;181780;0.744;3445;0.767;0
713138433;0;50;M;3;высшее;женат / замужем;129430.4031;на покупку подержанного автомобиля;Blue;42;4;2;3;147820;0.683;3206;0.8;0.069
718819158;0;54;F;3;среднее;Не женат / не замужем;156240.8551;строительство жилой недвижимости;Blue;41;3;1;3;24880;0.733;4361;0.63;0.883
718871358;0;45;F;2;среднее;женат / замужем;181307.7994;на покупку своего автомобиля;Blue;36;4;1;1;17850;0.649;4964;0.907;0
720186258;0;45;F;4;ВЫСШЕЕ;женат / замужем;195752.6834;на покупку автомобиля;Blue;31;5;2;4;47010;0.547;4136;0.604;0.249
710197308;0;39;F;2;высшее;Не женат / не замужем;96802.04367;сделка с подержанным автомобилем;Blue;28;4;3;0;14383;1.017;4089;0.872;0
817086783;0;45;F;3;среднее;женат / замужем;50759.50096;покупка коммерческой недвижимости;Blue;27;4;3;2;28260;0.924;2005;0.684;0.765
749211483;0;52;F;0;среднее;женат / замужем;48242.3225;покупка своего жилья;Blue;45;4;2;1;45970;0.906;4932;0.914;0.414
789749433;0;33;F;1;высшее;женат / замужем;196508.4961;на проведение свадьбы;Blue;21;5;3;2;25910;0.608;4730;0.708;0.903
715082133;0;40;M;2;среднее;женат / замужем;115298.9757;строительство жилой недвижимости;Blue;36;5;2;2;24940;0.744;3407;0.694;0.598
714946908;0;61;M;1;среднее;гражданский брак;;строительство недвижимости;Blue;36;6;1;1;50390;0.797;3300;0.545;0.268
716711433;1;48;M;5;среднее;в разводе;187704.1842;жилье;Blue;39;3;3;1;78970;0.699;2270;0.394;0.02
712429458;0;50;M;2;среднее;женат / замужем;68701.74702;покупка жилья для сдачи;Blue;38;5;3;3;47720;0.545;4054;0.674;0.371
708406083;0;35;F;0;высшее;Не женат / не замужем;;операции с коммерческой недвижимостью;Blue;24;5;3;1;34360;0.824;5211;0.765;0.726
720029508;0;50;F;1;среднее;Не женат / не замужем;114458.5057;получение дополнительного образования;Blue;37;3;1;0;120640;0.462;4100;0.675;0.109
709227033;0;53;M;3;высшее;гражданский брак;218263.6367;покупка коммерческой недвижимости;Blue;46;5;2;3;90650;0.872;4030;0.78;0.171
720846558;0;49;M;1;среднее;женат / замужем;54415.47107;покупка жилья для сдачи;Blue;36;6;3;4;345160;0.665;2512;0.324;0
716475183;0;45;M;3;среднее;женат / замужем;104545.6634;профильное образование;Blue;35;3;3;3;102900;0.858;4326;0.761;0.073
714296358;0;52;F;2;Высшее;Не женат / не замужем;408753.8402;заняться высшим образованием;Blue;44;4;1;3;34330;0.838;4831;0.529;0.724
719998233;0;40;M;3;среднее;Не женат / не замужем;93236.83713;свадьба;Silver;30;6;3;2;345160;0.521;2922;0.775;0.028
719217483;0;45;F;4;среднее;в разводе;;свадьба;Blue;36;5;1;2;32400;0.754;4200;0.675;0.548
720479058;0;50;F;1;высшее;женат / замужем;175127.646;покупка жилья для семьи;Blue;39;4;2;2;14383;0.983;4379;0.829;0.592
779192283;0;51;F;2;среднее;женат / замужем;79748.1028;покупка жилья для семьи;Blue;39;3;1;2;64620;0.842;4156;0.833;0.39
716385033;0;60;F;1;среднее;гражданский брак;136588.0009;операции со своей недвижимостью;Blue;36;6;1;3;44080;0.77;4157;0.651;0.272
711588708;1;50;F;2;среднее;женат / замужем;178406.8535;образование;Blue;36;1;3;1;14383;0.613;1863;0.312;0.318
714492783;1;46;F;4;среднее;в разводе;142190.2006;заняться образованием;Blue;36;3;3;3;14383;0.346;1517;0.407;0
709192233;1;50;F;2;высшее;женат / замужем;230843.8427;покупка недвижимости;Blue;39;3;2;1;17730;0.228;1764;0.111;0
797998158;0;52;M;3;высшее;женат / замужем;309774.3638;покупка недвижимости;Blue;46;4;1;2;45550;1.031;3646;1.2;0
714021183;0;54;M;4;высшее;женат / замужем;145149.3708;приобретение автомобиля;Blue;36;4;2;3;306660;0.801;3709;0.886;0.034
780710433;0;53;M;2;среднее;женат / замужем;202345.0823;покупка жилья для семьи;Blue;42;4;2;2;15750;1.32;4241;0.974;0
780068283;0;53;M;1;среднее;женат / замужем;48472.35966;строительство жилой недвижимости;Blue;38;4;3;3;18910;0.812;3822;0.533;0.488
719930658;0;40;M;4;среднее;женат / замужем;180179.676;на проведение свадьбы;Blue;24;4;2;2;166340;0.926;3455;1;0.117
755593983;0;50;F;1;среднее;женат / замужем;68112.13173;получение образования;Blue;43;6;1;2;79850;1.032;3873;0.674;0
770938533;0;45;M;1;среднее;женат / замужем;115161.5881;операции с жильем;Blue;32;3;1;3;33040;0.954;3914;0.667;0.415
714121083;0;40;F;3;высшее;женат / замужем;91136.46661;заняться образованием;Blue;20;5;2;2;62470;1.01;5158;0.447;0.241
779210283;0;36;M;3;Неоконченное высшее;гражданский брак;196834.4644;на покупку подержанного автомобиля;Blue;25;6;2;4;36450;0.749;4142;0.644;0.691
709739283;0;62;M;0;среднее;гражданский брак;;свадьба;Blue;36;3;3;3;213290;0.644;4206;1.027;0.099
716230158;0;35;F;3;среднее;женат / замужем;;автомобиль;Blue;36;4;1;4;72340;0.754;4272;0.596;0.276
708724908;0;47;F;2;среднее;женат / замужем;52318.87859;недвижимость;Blue;35;4;2;3;22620;0.806;4113;0.627;0
789025083;0;40;M;4;высшее;женат / замужем;160453.0491;сыграть свадьбу;Blue;27;5;3;0;14383;0.79;4655;0.864;0.598
713804058;0;45;F;4;среднее;женат / замужем;108242.7289;получение образования;Blue;36;5;2;3;41870;0.908;4647;0.884;0.525
718791708;1;48;M;2;среднее;женат / замужем;;строительство жилой недвижимости;Blue;32;1;2;4;163620;0.841;2228;0.85;0.139
785529708;0;59;M;1;ВЫСШЕЕ;женат / замужем;289858.0307;операции с недвижимостью;Blue;53;6;2;2;345160;0.711;4333;0.628;0
794528283;0;44;M;4;среднее;гражданский брак;100997.4417;жилье;Blue;28;4;2;2;27480;0.633;3383;0.558;0.32
794856033;0;38;M;3;среднее;гражданский брак;209604.8522;строительство собственной недвижимости;Blue;32;3;2;3;52420;0.805;4306;0.604;0.09
712939533;0;43;M;5;среднее;в разводе;94640.55193;строительство собственной недвижимости;Blue;35;4;3;0;215850;0.631;3789;0.75;0.046
708178608;0;31;F;0;среднее;в разводе;231730.7486;на проведение свадьбы;Blue;36;4;2;2;24880;1.05;4226;0.521;0
716556258;0;50;F;3;высшее;женат / замужем;285075.3902;ремонт жилью;Blue;39;6;1;3;99660;0.966;4401;1.069;0
708404883;0;45;F;2;среднее;женат / замужем;144747.4241;образование;Blue;37;4;2;4;278040;1.301;2761;0.966;0
709742958;0;45;M;5;высшее;женат / замужем;136493.9265;автомобили;Blue;37;3;1;3;156260;1.028;3386;0.711;0.073
772695033;1;47;M;5;среднее;женат / замужем;;получение дополнительного образования;Blue;37;3;4;4;188000;0.482;1575;0.211;0.134
714850158;0;49;M;4;высшее;женат / замужем;;операции со своей недвижимостью;Blue;36;5;1;3;19630;0.872;4150;0.744;0.772
708831858;1;43;F;3;среднее;женат / замужем;73589.33534;на покупку подержанного автомобиля;Blue;30;1;3;4;45790;0.443;1915;0.375;0.329
718076733;0;43;M;1;среднее;женат / замужем;213995.6476;операции с коммерческой недвижимостью;Silver;31;4;3;3;258240;0.684;3101;0.78;0.045
714336333;0;48;M;4;среднее;женат / замужем;472422.5587;строительство жилой недвижимости;Blue;40;3;2;2;34290;0.703;4422;1.783;0.37
780006783;1;59;M;1;среднее;в разводе;111883.5888;жилье;Silver;49;3;2;2;158090;0.992;3109;0.412;0
779741883;0;47;F;2;среднее;женат / замужем;93446.90092;ремонт жилью;Blue;32;6;1;3;24930;0.581;4274;0.581;0.333
780657708;0;48;M;2;среднее;женат / замужем;47871.33938;недвижимость;Blue;37;4;3;3;65930;0.667;3520;0.769;0
771342183;1;53;F;3;неоконченное высшее;женат / замужем;331495.3922;получение высшего образования;Blue;40;6;3;2;16250;0.689;2314;0.433;0
712901283;1;53;F;2;ВЫСШЕЕ;гражданский брак;154128.8787;ремонт жилью;Blue;36;2;3;2;21210;0.618;1464;0.778;0
802101858;0;40;F;2;среднее;Не женат / не замужем;66545.83681;заняться высшим образованием;Blue;34;3;3;3;47570;0.959;4220;0.775;0.416
718473558;1;42;F;3;высшее;Не женат / не замужем;456946.3311;операции с недвижимостью;Blue;18;5;3;4;86680;0.275;1402;0.31;0
743590608;0;50;M;2;среднее;Не женат / не замужем;72946.94612;образование;Blue;43;6;3;4;218690;0.866;4233;0.775;0.043
720146733;0;45;F;4;среднее;женат / замужем;215190.7478;получение дополнительного образования;Blue;34;5;4;2;24800;0.652;4114;0.737;0.762
788252358;0;49;M;3;высшее;женат / замужем;;сыграть свадьбу;Blue;40;3;4;2;81900;0.781;3529;0.787;0.21
717740658;0;55;F;2;Среднее;женат / замужем;174609.0574;сыграть свадьбу;Blue;45;5;2;4;18500;0.757;4134;0.625;0.509
714567708;0;46;F;1;высшее;женат / замужем;;строительство недвижимости;Blue;36;5;3;3;24830;0.69;4421;0.51;0.825
711208083;0;40;F;4;среднее;гражданский брак;201126.0474;образование;Blue;30;6;3;2;29250;0.563;4455;0.604;0.495
709708233;1;49;F;3;Среднее;женат / замужем;136451.5059;покупка жилья;Blue;29;3;4;2;70660;0.479;1695;0.31;0
709957158;0;48;M;4;неоконченное высшее;в разводе;328919.1221;строительство жилой недвижимости;Blue;40;5;1;2;25140;0.852;3942;0.625;0.895
828288333;0;50;M;0;Среднее;Не женат / не замужем;219725.7016;строительство жилой недвижимости;Blue;46;4;1;3;36400;0.938;3756;0.842;0.181
709178733;1;50;F;2;среднее;женат / замужем;233376.0536;покупка жилья для сдачи;Blue;36;3;2;3;55270;0.442;2281;0.48;0.203
721325133;0;45;M;2;среднее;женат / замужем;84805.74701;операции с жильем;Blue;36;6;1;3;316250;0.559;4503;0.674;0
816606333;0;57;M;2;среднее;женат / замужем;316206.2712;автомобиль;Blue;52;6;3;4;324090;0.943;4218;0.571;0
720454158;0;44;M;2;Среднее;женат / замужем;320929.4311;покупка своего жилья;Blue;30;6;2;2;98270;0.477;2840;0.537;0.061
717444558;0;50;F;1;среднее;Не женат / не замужем;245861.6776;покупка жилья для сдачи;Blue;38;4;1;3;26230;0.807;5237;0.81;0.653
